Image ID,Name,Person URI
18301248,Ron Cook,http://dbpedia.org/resource/Ron_Cook
785535,Ron Cook,http://dbpedia.org/resource/Ron_Cook
7513677,Eric Porter,http://dbpedia.org/resource/Eric_Porter
7513677,Ian Holm,http://dbpedia.org/resource/Ian_Holm
7513329,Peggy Ashcroft,http://dbpedia.org/resource/Peggy_Ashcroft
362162,Ian Holm,http://dbpedia.org/resource/Ian_Holm
362162,John Hussey,http://shakespeare.acropolis.org.uk/people/John+Hussey
860451,Jane Lapotaire,http://dbpedia.org/resource/Jane_Lapotaire
860462,Janet Key,http://dbpedia.org/resource/Janet_Key
860462,Cassie McFarlane,http://shakespeare.acropolis.org.uk/people/Cassie+McFarlane
21771216,Anthony Pedley,http://shakespeare.acropolis.org.uk/people/Anthony+Pedley
21771216,David Neal,http://dbpedia.org/resource/David_Neal
21771216,Ian Charleson,http://dbpedia.org/resource/Ian_Charleson
860463,Colin Blakely,http://dbpedia.org/resource/Colin_Blakely
860450,Janet Key,http://dbpedia.org/resource/Janet_Key
860450,Jane Lapotaire,http://dbpedia.org/resource/Jane_Lapotaire
860450,Cassie McFarlane,http://shakespeare.acropolis.org.uk/people/Cassie+McFarlane
860450,Colin Blakely,http://dbpedia.org/resource/Colin_Blakely
860458,Donald Sumpter,http://dbpedia.org/resource/Donald_Sumpter
860458,Colin Blakely,http://dbpedia.org/resource/Colin_Blakely
860461,Jane Lapotaire,http://dbpedia.org/resource/Jane_Lapotaire
860461,Colin Blakey,http://shakespeare.acropolis.org.uk/people/Colin+Blakey
860449,Anthony Pedley,http://shakespeare.acropolis.org.uk/people/Anthony+Pedley
860449,Harry Waters,http://shakespeare.acropolis.org.uk/people/Harry+Waters
860449,David Neal,http://dbpedia.org/resource/David_Neal
860456,Ian Charleson,http://dbpedia.org/resource/Ian_Charleson
860455,Colin Blakely,http://dbpedia.org/resource/Colin_Blakely
860455,Emrys James,http://dbpedia.org/resource/Emrys_James
860464,Cassie McFarlane,http://shakespeare.acropolis.org.uk/people/Cassie+McFarlane
860464,Janet Key,http://dbpedia.org/resource/Janet_Key
860464,Jane Lapotaire,http://dbpedia.org/resource/Jane_Lapotaire
1573303,Colin Blakely,http://dbpedia.org/resource/Colin_Blakely
1573303,Jane Lapotaire,http://dbpedia.org/resource/Jane_Lapotaire
1573303,Jonathan Miller,http://dbpedia.org/resource/Jonathan_Miller
1573303,Janet Key,http://dbpedia.org/resource/Janet_Key
1573303,Cassie McFarlane,http://shakespeare.acropolis.org.uk/people/Cassie+McFarlane
22342683,Dame Peggy Ashcroft,http://dbpedia.org/resource/Dame_Peggy_Ashcroft
22342683,Peter Finch,http://dbpedia.org/resource/Peter_Finch
6168448,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6168426,Keith Michell,http://dbpedia.org/resource/Keith_Michell
6168426,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6168428,Roger Croucher,http://shakespeare.acropolis.org.uk/people/Roger+Croucher
6168428,Alan Rowe,http://dbpedia.org/resource/Alan_Rowe
6168428,David William,http://dbpedia.org/resource/David_William
6168429,Lucy Young,http://shakespeare.acropolis.org.uk/people/Lucy+Young
6168429,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6168429,Jill Dixon,http://dbpedia.org/resource/Jill_Dixon
6243529,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6243529,Hugh Dickinson,http://shakespeare.acropolis.org.uk/people/Hugh+Dickinson
5859294,Mary Morris,http://dbpedia.org/resource/Mary_Morris
5858725,Mary Morris,http://dbpedia.org/resource/Mary_Morris
5858725,Hugh Dickinson,http://shakespeare.acropolis.org.uk/people/Hugh+Dickinson
5858724,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6152361,Keith Michell,http://dbpedia.org/resource/Keith_Michell
6152361,Mary Morris,http://dbpedia.org/resource/Mary_Morris
6566844,Michael Redgrave,http://dbpedia.org/resource/Michael_Redgrave
6566844,Peggy Ashcroft,http://dbpedia.org/resource/Peggy_Ashcroft
21612218,A.S. Sheik,http://shakespeare.acropolis.org.uk/people/A.S.+Sheik
21612218,Atia Habibullah,http://shakespeare.acropolis.org.uk/people/Atia+Habibullah
1960174,Leon Quartermaine,http://dbpedia.org/resource/Leon_Quartermaine
1960174,Margaret Rawlings,http://dbpedia.org/resource/Margaret_Rawlings
21844897,Alan Howard,http://dbpedia.org/resource/Alan_Howard
21844894,Alan Howard,http://dbpedia.org/resource/Alan_Howard
21835822,Alan Howard,http://dbpedia.org/resource/Alan_Howard
21835818,Alan Howard,http://dbpedia.org/resource/Alan_Howard
21835821,Irene Worth,http://dbpedia.org/resource/Irene_Worth
21835821,Joanna McCallum,http://dbpedia.org/resource/Joanna_McCallum
1045644,Irene Worth,http://dbpedia.org/resource/Irene_Worth
1045638,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
1045638,Valentine Dyall,http://dbpedia.org/resource/Valentine_Dyall
1045639,Alan Howard,http://dbpedia.org/resource/Alan_Howard
1045652,Alan Howard,http://dbpedia.org/resource/Alan_Howard
1045652,Joss Ackland,http://dbpedia.org/resource/Joss_Ackland
1045646,Patrick Godfrey,http://dbpedia.org/resource/Patrick_Godfrey
1045646,John Rowe,http://dbpedia.org/resource/John_Rowe_(actor)
1045646,Joss Ackland,http://dbpedia.org/resource/Joss_Ackland
1045653,Patrick Godfrey,http://dbpedia.org/resource/Patrick_Godfrey
1045653,Alan Howard,http://dbpedia.org/resource/Alan_Howard
1045653,Irene Worth,http://dbpedia.org/resource/Irene_Worth
1045653,Joanna McCallum,http://dbpedia.org/resource/Joanna_McCallum
1045649,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
1045645,Alan Howard,http://dbpedia.org/resource/Alan_Howard
1045645,Patrick Godfrey,http://dbpedia.org/resource/Patrick_Godfrey
1045643,Alan Howard,http://dbpedia.org/resource/Alan_Howard
1063637,Alan Howard,http://dbpedia.org/resource/Alan_Howard
1063637,Mike Gwilym,http://dbpedia.org/resource/Mike_Gwilym
6188889,Beatrix Lehmann,http://dbpedia.org/resource/Beatrix_Lehmann
6188889,Jennifer Daniel,http://dbpedia.org/resource/Jennifer_Daniel
21876727,Richard Johnson,http://dbpedia.org/resource/Richard_Johnson_(actor)
21876727,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
21876727,Michael Pennington,http://dbpedia.org/resource/Michael_Pennington
21876728,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
1045679,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
1045669,Richard Johnson,http://dbpedia.org/resource/Richard_Johnson_(actor)
1045663,Richard Johnson,http://dbpedia.org/resource/Richard_Johnson_(actor)
1045671,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
1045670,Robert Lindsay,http://dbpedia.org/resource/Robert_Lindsay_(actor)
1045670,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
1045665,Robert Lindsay,http://dbpedia.org/resource/Robert_Lindsay_(actor)
1045674,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
1045674,Michael Pennington,http://dbpedia.org/resource/Michael_Pennington
1045667,Marius Goring,http://dbpedia.org/resource/Marius_Goring
1045667,Madge Ryan,http://dbpedia.org/resource/Madge_Ryan
1045667,Michael Pennington,http://dbpedia.org/resource/Michael_Pennington
1045677,Paul Jesson,http://dbpedia.org/resource/Paul_Jesson
1045677,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1066532,Geoffrey Burridge,http://dbpedia.org/resource/Geoffrey_Burridge
1066532,Michael Gough,http://dbpedia.org/resource/Michael_Gough
1066532,David Creedon,http://shakespeare.acropolis.org.uk/people/David+Creedon
1045672,Geoffrey Burridge,http://dbpedia.org/resource/Geoffrey_Burridge
1045678,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1045660,Geoffrey Burridge,http://dbpedia.org/resource/Geoffrey_Burridge
1045660,Michael Gough,http://dbpedia.org/resource/Michael_Gough
1045660,David Creedon,http://shakespeare.acropolis.org.uk/people/David+Creedon
1066495,Graham Crowden,http://dbpedia.org/resource/Graham_Crowden
1066495,Patricia Hayes,http://dbpedia.org/resource/Patricia_Hayes
1045676,Richard Johnson,http://dbpedia.org/resource/Richard_Johnson_(actor)
1045676,Robert Lindsay,http://dbpedia.org/resource/Robert_Lindsay_(actor)
4761965,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
8160507,Robert Lindsay,http://dbpedia.org/resource/Robert_Lindsay_(actor)
8160507,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
8160510,Robert Lindsay,http://dbpedia.org/resource/Robert_Lindsay_(actor)
8160510,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
4761963,Helen Mirren,http://dbpedia.org/resource/Helen_Mirren
21995945,Barbara Jefford,http://dbpedia.org/resource/Barbara_Jefford
21995945,Derek Godfrey,http://dbpedia.org/resource/Derek_Godfrey
21995963,Barbara Jefford,http://dbpedia.org/resource/Barbara_Jefford
21995963,Derek Godfrey,http://dbpedia.org/resource/Derek_Godfrey
21995961,Barbara Jefford,http://dbpedia.org/resource/Barbara_Jefford
21995961,Derek Godfrey,http://dbpedia.org/resource/Derek_Godfrey
16367217,Geoffrey Toone,http://dbpedia.org/resource/Geoffrey_Toone
16367217,Mario Francelli,http://shakespeare.acropolis.org.uk/people/Mario+Francelli
16367217,Hugh Paddick,http://dbpedia.org/resource/Hugh_Paddick
16367217,George Hayes,http://shakespeare.acropolis.org.uk/people/George+Hayes
2200976,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
2200976,David Robb,http://dbpedia.org/resource/David_Robb
22010704,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
22010704,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
22010702,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
22010702,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
22010698,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
22010698,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
220107,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
220107,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
22010699,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
22010701,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
22009761,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
22009758,Lalla Ward,http://dbpedia.org/resource/Lalla_Ward
22009757,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
22009757,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
22009757,Eric Porter,http://dbpedia.org/resource/Eric_Porter
21875443,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
319543,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
538474,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
538450,Robert Swann,http://shakespeare.acropolis.org.uk/people/Robert+Swann
538450,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
538450,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
538472,Lalla Ward,http://dbpedia.org/resource/Lalla_Ward
538472,David Robb,http://dbpedia.org/resource/David_Robb
538473,Eric Porter,http://dbpedia.org/resource/Eric_Porter
538457,David Robb,http://dbpedia.org/resource/David_Robb
538445,Eric Porter,http://dbpedia.org/resource/Eric_Porter
538445,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
538445,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
538456,Patrick Allen,http://dbpedia.org/resource/Patrick_Allen
538456,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
538458,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
538458,Lalla Ward,http://dbpedia.org/resource/Lalla_Ward
538469,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
538469,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1255125,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
1255125,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
1255125,Claire Bloom,http://dbpedia.org/resource/Claire_Bloom
1255127,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
1255127,Patrick Stewart,http://dbpedia.org/resource/Patrick_Stewart
1255127,David Robb,http://dbpedia.org/resource/David_Robb
538453,Patrick Allen,http://dbpedia.org/resource/Patrick_Allen
538471,Lalla Ward,http://dbpedia.org/resource/Lalla_Ward
538471,Eric Porter,http://dbpedia.org/resource/Eric_Porter
538470,Robert Swann,http://shakespeare.acropolis.org.uk/people/Robert+Swann
538470,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
538465,Derek Jacobi,http://dbpedia.org/resource/Derek_Jacobi
21192118,Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
21192118,Robert Shaw,http://dbpedia.org/resource/Robert_Shaw_(actor)
21192121,Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
21192121,Robert Shaw,http://dbpedia.org/resource/Robert_Shaw_(actor)
21192115,Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
5935343,Roy Kinnear,http://dbpedia.org/resource/Roy_Kinnear
5935339,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
21192112,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
21192112,June Tobin,http://shakespeare.acropolis.org.uk/people/June+Tobin
21189183,June Tobin,http://shakespeare.acropolis.org.uk/people/June+Tobin
21170657,Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
21173185,Jo Maxwell Muller,http://shakespeare.acropolis.org.uk/people/Jo+Maxwell+Muller
21173186,Jo Maxwell Muller,http://shakespeare.acropolis.org.uk/people/Jo+Maxwell+Muller
21170653,Alec Clunes,http://dbpedia.org/resource/Alec_Clunes
21171174,Jo Maxwell Muller,http://shakespeare.acropolis.org.uk/people/Jo+Maxwell+Muller
21171174,Alec Clunes,http://dbpedia.org/resource/Alec_Clunes
21171167,Jo Maxwell Muller,http://shakespeare.acropolis.org.uk/people/Jo+Maxwell+Muller
21170634,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
21170634,June Tobin,http://shakespeare.acropolis.org.uk/people/June+Tobin
5784898,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
5784898,June Tobin,http://shakespeare.acropolis.org.uk/people/June+Tobin
5784895,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
5784895,Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
5784896,Dyson Lovell,http://dbpedia.org/resource/Dyson_Lovell
5784896,Phillip Locke,http://shakespeare.acropolis.org.uk/people/Phillip+Locke
5784565,Jo Maxwell Muller,http://shakespeare.acropolis.org.uk/people/Jo+Maxwell+Muller
5784566,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
1551346,Michael Caine,http://dbpedia.org/resource/Michael_Caine
1551350,Michael Caine,http://dbpedia.org/resource/Michael_Caine
1551350,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
1551352,Christopher Plummer,http://dbpedia.org/resource/Christopher_Plummer
1551351,Robert Shaw,http://dbpedia.org/resource/Robert_Shaw_(actor)
21168524,John Byron,http://shakespeare.acropolis.org.uk/people/John+Byron
21168524,Patrick Troughton,http://dbpedia.org/resource/Patrick_Troughton
21168525,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
21168525,John Byron,http://shakespeare.acropolis.org.uk/people/John+Byron
21168525,Margaret Rawlings,http://dbpedia.org/resource/Margaret_Rawlings
21168528,John Byron,http://shakespeare.acropolis.org.uk/people/John+Byron
21168528,Muriel Pavlow,http://dbpedia.org/resource/Muriel_Pavlow
21168529,Muriel Pavlow,http://dbpedia.org/resource/Muriel_Pavlow
21168529,Patrick Macnee,http://dbpedia.org/resource/Patrick_Macnee
21168529,Arthur Wontner,http://dbpedia.org/resource/Arthur_Wontner
21168534,John Byron,http://shakespeare.acropolis.org.uk/people/John+Byron
21168534,Margaret Rawlings,http://dbpedia.org/resource/Margaret_Rawlings
21168535,Patrick Macnee,http://dbpedia.org/resource/Patrick_Macnee
21168535,Muriel Pavlow,http://dbpedia.org/resource/Muriel_Pavlow
21168535,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
21168535,Margaret Rawlings,http://dbpedia.org/resource/Margaret_Rawlings
21168535,Patrick Troughton,http://dbpedia.org/resource/Patrick_Troughton
14063527,Jeremy Brett,http://dbpedia.org/resource/Jeremy_Brett
357219,Robert Stephens,http://dbpedia.org/resource/Robert_Stephens
5858715,Peter Cushing,http://dbpedia.org/resource/Peter_Cushing
5858715,Paul Eddington,http://dbpedia.org/resource/Paul_Eddington
5858720,Peter Cushing,http://dbpedia.org/resource/Peter_Cushing
6152358,Keith Michell,http://dbpedia.org/resource/Keith_Michell
6152360,Paul Eddington,http://dbpedia.org/resource/Paul_Eddington
5858719,Peter Cushing,http://dbpedia.org/resource/Peter_Cushing
5858719,Charles Laurence,http://dbpedia.org/resource/Charles_Laurence
5858718,Peter Cushing,http://dbpedia.org/resource/Peter_Cushing
5858718,Paul Eddington,http://dbpedia.org/resource/Paul_Eddington
5858716,Peter Cushing,http://dbpedia.org/resource/Peter_Cushing
5858716,Paul Eddington,http://dbpedia.org/resource/Paul_Eddington
4814204,Paul Eddington,http://dbpedia.org/resource/Paul_Eddington
21995946,Paul Rogers,http://dbpedia.org/resource/Paul_Rogers_(actor)
21995946,John Neville,http://dbpedia.org/resource/John_Neville_(actor)
21995947,Paul Rogers,http://dbpedia.org/resource/Paul_Rogers_(actor)
21995947,Richard Wordsworth,http://dbpedia.org/resource/Richard_Wordsworth
21995948,Richard Wordsworth,http://dbpedia.org/resource/Richard_Wordsworth
21995948,John Neville,http://dbpedia.org/resource/John_Neville_(actor)
21995948,Paul Rogers,http://dbpedia.org/resource/Paul_Rogers_(actor)
21995955,Edmund Furdom,http://shakespeare.acropolis.org.uk/people/Edmund+Furdom
21995955,Patrick Barr,http://dbpedia.org/resource/Patrick_Barr
21995955,Clement McCallin,http://dbpedia.org/resource/Clement_McCallin
21995955,Tom Colmer,http://shakespeare.acropolis.org.uk/people/Tom+Colmer
21995955,John Gatrell,http://shakespeare.acropolis.org.uk/people/John+Gatrell
21995955,Anthony Hawtrey,http://dbpedia.org/resource/Anthony_Hawtrey
21995955,Walter Hudd,http://dbpedia.org/resource/Walter_Hudd
21995955,Eric Berry,http://dbpedia.org/resource/Eric_Berry_(actor)
21995955,John Dunbar,http://shakespeare.acropolis.org.uk/people/John+Dunbar
14813086,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
14813086,Lawrence Hanray,http://dbpedia.org/resource/Lawrence_Hanray
14813086,Anthony Ireland,http://dbpedia.org/resource/Anthony_Ireland_(actor)
14813086,Ernest Milton,http://shakespeare.acropolis.org.uk/people/Ernest+Milton
14813092,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
14813092,Anthony Ireland,http://dbpedia.org/resource/Anthony_Ireland_(actor)
14813092,Lawrence Hanray,http://dbpedia.org/resource/Lawrence_Hanray
14813092,John Turnbull,http://dbpedia.org/resource/John_Turnbull_(actor)
14813092,Erik Chitty,http://dbpedia.org/resource/Erik_Chitty
14813092,Stuart Latham,http://dbpedia.org/resource/Stuart_Latham
14813071,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
14813071,Lawrence Hanray,http://dbpedia.org/resource/Lawrence_Hanray
14813071,John Turnbull,http://dbpedia.org/resource/John_Turnbull_(actor)
14813071,Ernest Milton,http://shakespeare.acropolis.org.uk/people/Ernest+Milton
14813071,D.A. Clarke-Smith,http://dbpedia.org/resource/D.A._Clarke-Smith
14813088,Ernest Milton,http://shakespeare.acropolis.org.uk/people/Ernest+Milton
14813088,D.A. Clarke-Smith,http://dbpedia.org/resource/D.A._Clarke-Smith
14813091,D.A. Clarke-Smith,http://dbpedia.org/resource/D.A._Clarke-Smith
14813091,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
14813091,Douglas Matthews,http://shakespeare.acropolis.org.uk/people/Douglas+Matthews
14813091,Jack Vyvyan,http://shakespeare.acropolis.org.uk/people/Jack+Vyvyan
14813089,Sebastian Shaw,http://dbpedia.org/resource/Sebastian_Shaw_(actor)
14813152,Henry Oscar,http://dbpedia.org/resource/Henry_Oscar
14813172,Henry Oscar,http://dbpedia.org/resource/Henry_Oscar
14813163,Malcolm Keen,http://dbpedia.org/resource/Malcolm_Keen
14813163,Mary Hinton,http://shakespeare.acropolis.org.uk/people/Mary+Hinton
14813165,Robert Holmes,http://shakespeare.acropolis.org.uk/people/Robert+Holmes
14813165,Malcolm Keen,http://dbpedia.org/resource/Malcolm_Keen
1065145,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065146,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065149,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065155,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065150,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065154,Richard Pasco,http://dbpedia.org/resource/Richard_Pasco
1065153,Virginia McKenna,http://dbpedia.org/resource/Virginia_McKenna
1065148,Elizabeth Spriggs,http://dbpedia.org/resource/Elizabeth_Spriggs
1065151,David Collings,http://dbpedia.org/resource/David_Collings
1065151,Sam Dastor,http://dbpedia.org/resource/Sam_Dastor
1065151,Richard Pasco,http://dbpedia.org/resource/Richard_Pasco
1065144,Virginia McKenna,http://dbpedia.org/resource/Virginia_McKenna
1065144,Richard Pasco,http://dbpedia.org/resource/Richard_Pasco
1065144,Keith Michell,http://dbpedia.org/resource/Keith_Michell
1065144,Elizabeth Spriggs,http://dbpedia.org/resource/Elizabeth_Spriggs
1065144,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065159,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065159,Keith Michell,http://dbpedia.org/resource/Keith_Michell
1065166,Keith Michell,http://dbpedia.org/resource/Keith_Michell
1065166,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065147,Keith Michell,http://dbpedia.org/resource/Keith_Michell
1065160,Keith Michell,http://dbpedia.org/resource/Keith_Michell
1065164,Charles Gray,http://dbpedia.org/resource/Charles_Gray_(actor)
1065164,Richard Pasco,http://dbpedia.org/resource/Richard_Pasco
1811193,Robert Sansom,http://shakespeare.acropolis.org.uk/people/Robert+Sansom
1811193,Eilliam Devlin,http://shakespeare.acropolis.org.uk/people/Eilliam+Devlin
1811193,Alan Wheatley,http://dbpedia.org/resource/Alan_Wheatley
1685489,Victoria Hamilton,http://dbpedia.org/resource/Victoria_Hamilton
1685489,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685500,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685500,Victoria Hamilton,http://dbpedia.org/resource/Victoria_Hamilton
1685473,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685473,Timothy West,http://dbpedia.org/resource/Timothy_West
1685484,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685478,Victoria Hamilton,http://dbpedia.org/resource/Victoria_Hamilton
1685478,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685488,Barbara Flynn,http://dbpedia.org/resource/Barbara_Flynn
1685488,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1685488,Victoria Hamilton,http://dbpedia.org/resource/Victoria_Hamilton
1685502,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1685502,Barbara Flynn,http://dbpedia.org/resource/Barbara_Flynn
1685474,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685474,Victoria Hamilton,http://dbpedia.org/resource/Victoria_Hamilton
1685474,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1685474,Barbara Flynn,http://dbpedia.org/resource/Barbara_Flynn
1685490,Timothy West,http://dbpedia.org/resource/Timothy_West
1685493,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1685493,Timothy West,http://dbpedia.org/resource/Timothy_West
1685485,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685485,Victoria Hamilton,http://dbpedia.org/resource/Victoria_Hamilton
1685499,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685499,Paul Rhys,http://dbpedia.org/resource/Paul_Rhys
1685479,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685479,Paul Rhys,http://dbpedia.org/resource/Paul_Rhys
1685471,Amanda Redman,http://dbpedia.org/resource/Amanda_Redman
1685477,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685477,Michael Bryant,http://dbpedia.org/resource/Michael_Bryant_(actor)
1685496,Ian Holm,http://dbpedia.org/resource/Ian_Holm
1685496,Michael Simkins,http://dbpedia.org/resource/Michael_Simkins
1685496,William Osborne,http://shakespeare.acropolis.org.uk/people/William+Osborne
3040928,Sir John Gielgud,http://dbpedia.org/resource/Sir_John_Gielgud
3040928,Emma Thompson,http://dbpedia.org/resource/Emma_Thompson
784754,Michael Kitchen,http://dbpedia.org/resource/Michael_Kitchen
784754,Penelope Wilton,http://dbpedia.org/resource/Penelope_Wilton
784754,Gillian Barge,http://dbpedia.org/resource/Gillian_Barge
784750,Michael Kitchen,http://dbpedia.org/resource/Michael_Kitchen
784750,Penelope Wilton,http://dbpedia.org/resource/Penelope_Wilton
784749,Brenda Blethyn,http://dbpedia.org/resource/Brenda_Blethyn
21832103,Anton Lesser,http://dbpedia.org/resource/Anton_Lesser
21832103,Norman Rodway,http://dbpedia.org/resource/Norman_Rodway
21832104,Anton Lesser,http://dbpedia.org/resource/Anton_Lesser
21832104,Norman Rodway,http://dbpedia.org/resource/Norman_Rodway
21832104,Michael Hordern,http://dbpedia.org/resource/Michael_Hordern
21832105,Michael Hordern,http://dbpedia.org/resource/Michael_Hordern
21832105,Frank Middlemass,http://dbpedia.org/resource/Frank_Middlemass
21832105,Anton Lesser,http://dbpedia.org/resource/Anton_Lesser
21832105,John Shrapnel,http://dbpedia.org/resource/John_Shrapnel
319545,Michael Hordern,http://dbpedia.org/resource/Michael_Hordern
319547,Brenda Blethyn,http://dbpedia.org/resource/Brenda_Blethyn
319547,Penelope Wilton,http://dbpedia.org/resource/Penelope_Wilton
319547,Gillian Barge,http://dbpedia.org/resource/Gillian_Barge
312001,Michael Hordern,http://dbpedia.org/resource/Michael_Hordern
312001,John Shrapnel,http://dbpedia.org/resource/John_Shrapnel
1285650,Robert Harris,http://shakespeare.acropolis.org.uk/people/Robert+Harris
1285650,William Devlin,http://dbpedia.org/resource/William_Devlin_(actor)
1285650,Alan Wheatley,http://dbpedia.org/resource/Alan_Wheatley
1285650,Robert Sansom,http://shakespeare.acropolis.org.uk/people/Robert+Sansom
21529623,William Devlin,http://dbpedia.org/resource/William_Devlin_(actor)
21529623,Robert Sansom,http://shakespeare.acropolis.org.uk/people/Robert+Sansom
21529623,Alan Wheatley,http://dbpedia.org/resource/Alan_Wheatley
21529616,Norman Claridge,http://www.wikidata.org/entity/Q3343750
21529616,Rosalie Crutchley,http://dbpedia.org/resource/Rosalie_Crutchley
21529616,William Devlin,http://dbpedia.org/resource/William_Devlin_(actor)
21529616,Ursula Howells,http://dbpedia.org/resource/Ursula_Howells
21529616,Nicolette Bernard,http://shakespeare.acropolis.org.uk/people/Nicolette+Bernard
21529616,Reginald Tate,http://dbpedia.org/resource/Reginald_Tate
21529618,Nicolette Bernard,http://shakespeare.acropolis.org.uk/people/Nicolette+Bernard
21529618,Rosalie Crutchley,http://dbpedia.org/resource/Rosalie_Crutchley
21529618,William Devlin,http://dbpedia.org/resource/William_Devlin_(actor)
21529624,Reginald Tate,http://dbpedia.org/resource/Reginald_Tate
